Name,Reactions,Comments,Reposts,Content,Date
Gilles Frémont,"1,061",38 comments,97 reposts,"A une Gestionnaire copropriété junior qui demandait conseil pour bien démarrer dans le métier.Note tout ce que tu fais. Un dossier doit être suivi jusqu’au bout et ne pas s’arrêter à l’ordre de service.Ne te lasse pas de relancer les entreprises tous les jours, ça fait partie du job (perso je fais ça le matin à l’ouverture, c’est mon créneau relance).Quand tu consultes le conseil syndical, ne leur demande pas l’autorisation, dis-leur plutôt « sauf avis contraire de votre part, je passe commande » (tu vas gagner un temps considérable).Ton interlocuteur privilégié c’est le Président du conseil syndical, et lui gère son CS (tu vas gagner du temps aussi).Organise ton planning d’AG longtemps à l’avance, et n’oublie pas que c’est le syndic qui choisit la date et l’heure (montre un peu de souplesse mais reste ferme).Choisis-toi un bon plombier, un bon architecte et un bon avocat.N’aie pas peur de dire non aux copropriétaires (ton seul aiguillon est l’intérêt collectif du Syndicat des copropriétaires, la loi et le Règlement de copropriété).Apprend par cœur la loi de 65 et le décret de 67. Le code de la copropriété est ton livre de chevet.Prend ton téléphone pour parler dès que le mail devient du tchat (les mails sont un fléau, souviens-toi que leur fonction initiale est d’envoyer des documents et des informations, pas à tchater).Va vers les gens et au-devant des problèmes avant qu’ils ne s’imposent à toi et finissent par t’envahir.N’hésite pas à poser plein de questions à tes collègues et aux autres professionnels, sur les chantiers ou dans les procédures, chacun son métier, on en apprend tous les jours dans ce merveilleux métier.Prends du recul et ne prends surtout pas les attaques à titre personnel, tout cela n’est qu’un grand théâtre.Recadre les copropriétaires qui parlent mal, ils ont besoin de ça. Le syndic restera toujours une figure d’autorité, c’est ce qu’ils recherchent pour gérer leur vie en collectivité même s’ils ne le reconnaîtront jamais.Ne te défais jamais de ton professionnalisme, exprime-toi naturellement et simplement quand tu t’adresses aux copropriétaires et aux entreprises. Parle vrai.Tu auras des hauts et des bas niveau moral, c’est normal.Voilà, aime les gens et dis-toi que tu as le droit de râler, on le fait tous pour évacuer la pression. Reste, et tout se passera bien. Bienvenue dans le métier.#faitesdelacopro#syndic#copropriété#apprentissage",
IEEE JMI - Student Branch,0,,,"Greetings from TeamTech Analogy😇“The future is here!”Join us as we travel the robotics route.Do you want to master software simulation and build some robots??A 45-day intensive workshop devoted to robotic manufacturing and software simulation as a tribute to Nasa !!🚨 Register Now! 🚨https://lnkd.in/dn279FcfTake a UTMOST of each of these topics during these scrumptious 45 days. 💪🏻🗓️ Date: 20th March 2023 onwards🗓️⏰ Time: 7:30 PM ⏰👇🏻 Here are all the exciting Perks 👇🏻🥳 Live Training’s & Mentor interactions🥳 Group discussions🥳 Fun facts & Case studies🥳 Prizes and incentives🥳 In house Merchandise to Top Performers🥳 Internship opportunity with a surprize🥳 3 level Certifications by Amazon Alexa to Everyone🥳 Credit based project as a tribute to NASA🚨 Come along for these 45 days!https://lnkd.in/dn279Fcf⏰ Time: 7:30 PM ⏰🗓️Date: 20th March 2023 onwards 🗓️Take control of your professional road map towards robotics with a full skill-set.💪🏻Regards,Team Tech Analogy 💻",5 hours ago
Alexa Chia,2,,,,5 hours ago
Ajit Singh,0,,,https://amzn.to/3ZTxliT#innovation#management#digitalmarketing#technology#creativity#futurism#startups#marketing#socialmedia#socialnetworking#motivation#personaldevelopment#jobinterviews#sustainability#personalbranding#education#productivity#travel#sales#socialentrepreneurship#fundraising#law#strategy#culture#fashion#business#networking#hiring#health#inspiration#HR#Jobs#Career#Culture#Jobinterviews#jobseekers#hiring#jobsearch#careers#nowhiring#Law#lawstudents#lawyers#lawfirmmarketing#lawyerlife#lawyering#lawsuits#lawschool#lawenforcement#lawtech#Entrepreneurship#Personaldevelopment#Education#Money#Investing#Motivation#Selfhelp#Whatinspiresme#Personalbranding#Businessintelligence#Trainer#Entrepreneurial#Job#Jobsearch#Jobopening#Recruitment#Recruiting#Jobposting#HR#LinkedIn#Hiring#Openings#Jobvacancy#Jobalert#Interviewing#Jobhunters#CV#Thoughts#Ideas#Training#Mentoring#Lessons#Learnings#Future#Lifechange#Inspiration#Entrepreneur#Mindfulness#Energy#Coaching#Believe#Brand#CEO#Innovative#SMM#Owner#Selfworth#Sustainability#Health#fundraising#Travelling#Culture#Network#Business2021#Storytelling#Leadership#Partnership#Investing#customerrelations#Productivity#Analytics#Homeoffice#Tipsforsucess#motivation#job#linkedincoach#branding#careeradvice#india#careertips#linkedinforbusiness#success#work#contentmarketing#like#linkedintrainer#recruitment#hr#interview#jobsearching#humanresources#linkedinnetworking#linkedinlearning#Techstartup#2021#newyear#realestate#marketing#leadership#technology#ai#innovation#cybersecurity#recruitment#coaching#design#ai#construction#wfh#cloud#machinelearning#engineering#management#security#blockchain#marketingdigital#entrepreneur#linkedin#lockdown#aviation#energy#startup#retail#fintech#tecnologia#automotive#programing#Automation#AI#Bitcoin#India#Mindful#Growth#Markets#Economy#Futurism#ONO#Entrepreneurs#Money#Venturecapital#Professionalwomen#Feminism#Onlineadvertising#Socialmediaadvertising#Lockdown#Gettingthingsdone#Knowyoursocial#Letswork#Leanstartups#Gender#Bestadvice#Softwaredesign#Analytics#Data#Industries#Corporation#community#communities#givingback,5 hours ago
CandoFM,0,,,Whatever you’re doing today keep listening to CandoFM106.3 in Barrow and the Furness area107.3 in Ulverston and surrounding areasDAB+ Across North Lancashire & South Cumbria📻💻📱💗🎧🤗🏗️🏡🚐🚚🚗www.candofm.co.ukOn your smart speaker/Alexa “Play CandoFM”,5 hours ago
Alexa Cerutti,0,,,To all my girl bosses out there BE BRAVE and TAKE RISKS !,5 hours ago
"P.S.Mahesh, CMO,Digital Strategy,Marketing Technology Leader",0,,,,5 hours ago
Sumeet Prakash,11,1 comment,1 repost,"Great innovation byPrakasa B., Pankaj Kumar,Mahesh Duriseati,Deepak Rajagopal,Kyle Ryan, Mikhail Fridman, Annapoorna, Jason Hayes and team, plus our partners at Amazon in converting a core telecom voice feature into an Alexa skill.",5 hours ago
Marni Luther,4,,2 reposts,"Please join us this Thursday to hear more about OPI.No matter the challenge, OPI offers young adults the individualized help they need to find joy and lead meaningful lives.Zoom ID: 865 8612 4627Passcode: 486881",
Moorat Praste,0,,,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery",5 hours ago
Employ Humanity,"91,879","1,947 comments","6,720 reposts",#leadership#culture,
Employ Humanity,"91,879","1,947 comments","6,720 reposts",#leadership#culture,
Alexa Pelkowitz,38,2 comments,,"Very excited to be at the World Indigenous Tourism Summit, sharing about the First Nations Tourism Mentoring Program (FNTMP) withPwC's Indigenous Consulting (PIC). Three full days of incredible conversations, including many that were emotional and moving, as people shared their visions and aspirations for community, culture and Country through the Tourism sector. People's care and determination can be felt throughout!The FNTMP will provide First Nations tourism businesses across Australia with access to free, tailored and one-on-one mentoring services from experienced tourism industry professionals. The program is funded by theNational Indigenous Australians Agencyand administered by a partnership betweenPwC's Indigenous Consulting (PIC),Intrepid Travel, andWelcome to Country.Applications are open now! Visitfntmp.com.aufor all the details and to apply as either a Mentor or Mentee.",6 hours ago
Thuy Bui Villas,0,,,,6 hours ago
ONU Mujeres Oficina regional para las Américas y el Caribe,198,,33 reposts,La inclusión financiera es un elemento que facilita la consecución de 7 de los Objetivos de Desarrollo Sostenible.​​Conoce más en nuestra publicación Inclusión financiera de las mujeres: Claves para una recuperación transformadora de la economía post COVID-19 en América Latina y el Caribe:​​🔗https://lnkd.in/e4JpRq45​#InclusiónFinanciera#IgualdadDeGenero,
KGPCo,19,2 comments,3 reposts,KGPCo's Joe Baeumel speaks on our capabilities to test and bring products to market along with Intel at Mobile World Congress 2023.Watch the video here:http://ow.ly/GKiU50NfHla#thenetworkneversleeps#wearekgpco,
Nazmul Hassan,0,,,"Search engine optimization (SEO) is constantly evolving as search engines like Google refine their algorithms and new technologies emerge. Here are some possible trends that could shape the future of SEO:Focus on user intent: As search engines become more sophisticated, they are better able to understand the intent behind a user's search query. This means that optimizing for keywords alone is no longer enough. Instead, SEO will increasingly be about understanding what users are looking for and providing them with relevant content and experiences.Importance of voice search: With the rise of smart speakers and virtual assistants like Amazon Alexa and Google Assistant, voice search is becoming more prevalent. SEO strategies will need to adapt to the unique challenges and opportunities of voice search, such as optimizing for natural language queries and local search.Emphasis on mobile-first indexing: More and more people are accessing the internet on their mobile devices, which has led to Google shifting towards mobile-first indexing. This means that websites that are not optimized for mobile devices may suffer in search rankings. SEO will need to prioritize mobile optimization to ensure visibility in search results.Integration with other channels: SEO is increasingly being integrated with other marketing channels, such as social media, email marketing, and content marketing. A holistic approach that considers how SEO fits into the larger marketing picture will be important.Overall, the future of SEO will likely continue to be shaped by advancements in technology and changes in user behavior. SEO professionals will need to stay up-to-date with the latest trends and adapt their strategies accordingly to remain effective.#searchengines#seo#marketing#searchengineoptimization#contentmarketing#technology",6 hours ago
"Diane Rittenhouse, MD, MPH",19,1 comment,7 reposts,"The UC PRIME programs work to recruit and train physicians to meet the needs of California's underserved populations by offering focused recruitment pathways into medical school, specialized coursework, structured clinical experiences and leadership development and mentoring.  These programs are well positioned to address important issues in California’s physician workforce, including adequate supply, physician diversity, and geographic maldistribution.University of California Office of the PresidentCalifornia Department of Health Care Access and InformationCalifornia Health Care FoundationMathematica#health#healthworkforce#california#healthequity#medicaleducation",
Michael Solarski ☀️,21,,,"#GPT4 wurde veröffentlicht. Ihr könnt es ab sofort via#ChatGPTPlus ausprobieren. Der#APIZugang ist leider noch nicht voll möglich, wird aber in den nächsten Tagen folgen.Was ist anders? Die Qualität hat sich deutlich gesteigert, höherer „Faktengenauigkeit“, die Textausgaben sind menschlicher und nicht so gleichmäßig wie vorher. Wobei ihr das auch per Eingabeaufforderung selber steuern könnt.Ich kann also auch einen Text für einen Viertklässler, in Reimform oder mit bestimmten Buchstaben- / Satzkonstruktionen umschreiben lassen. Auch eine Ausgabe in sehr einfacher Sprache ist möglich.Was sehr spannend ist: ich kann verschiedene Medien als Input nutzen. Ein Beispiel: Ich nutze ein Foto von allen Lebensmitteln die ich habe, und frage was ich damit für Gerichte kochen kann. Ich bekomme so eine Liste mit Gerichten und kann mir daraus dann ein Rezept aussuchen.Ich kann ebenfalls eine Toneingabe nutzen, bekomme als quasi einen (halben) Voicebot wie Alexa direkt mitgeliefert.Noch interessanter: Stimmungen von Menschen können eingefangen werden, wenn ihr Fotos als Eingabe verwendet.Wenn ich also weiß, dass jemand gerade wütend oder traurig ist, kann ich ihm einen Inhalt anders zur Verfügung stellen, als wenn er glücklich oder positiv aufgeregt ist.Aber was hat das alles mit#sparkassezu tun?Wir wollen eine völlig neue Art des Kundendialogs schaffen, der nur mit dem Einsatz von#KImöglich ist, und uns ermöglicht unsere 40.000.000 Kunden sehr emotionalisiert anzusprechen. Und dazu wollen wir die Hochtechnologie nutzen, die uns erstmalig z.B. von GPT 4 geboten wird.Grüße aus Hue, Vietnam 🇻🇳",6 hours ago
Unihoms,0,,,"Effortlessly control your home security from your smartphone!Experience cutting-edge human recognition technology, crystal-clear day and night visuals, and seamless integration with Amazon Alexa, Google Home Assistant, and Siri - all at an incredible price of just AED 99.Don't miss this fantastic offer!Reach out to us on WhatsApp at +971 50 437 2025 to secure your order today.#unihoms#smarthome#dubaihome#dubaiproperties#homeautomation#homeautomationuae#smarthomedubai#homeautomationdubai#SmartHomes#FutureHomes#AutomatedHomes",6 hours ago
Edward Urman,12,1 comment,2 reposts,"www.kgpco.comServices is looking to hire a Director of Op's with OSP experience around the FL market. Anyone interested, please forward updated resumes toedward.urman@kgpco.com.",
Edward Urman,12,1 comment,2 reposts,"www.kgpco.comServices is looking to hire a Director of Op's with OSP experience around the FL market. Anyone interested, please forward updated resumes toedward.urman@kgpco.com.",
Giselle J Valencia Sanchez,1,,1 repost,,
Alexa Alexa Henry,3,,,,6 hours ago
Davis Ng,9,,1 repost,"As most organizations digitally transform, their operations are increasingly software-driven—think cloud computing and AI. That propels greater efficiency and productivity. But with a lack of skilled developers to build the apps that support the software, companies lose the ability to rapidly innovate and sustain their competitive edge. That’s where citizen development comes in. Please contact me if you would like to know more about ServiceNow Citizen Development Program.Dom W.Christian AntonoPratik SinghGrant ThomsonSimon HopeShao Wei TanCarmen M.Daeyong KimSylvain HauserKaustubh BajpaiSaurabh S.Elizabeth LeeShi Min Chua",
"Jess Almlie, M.S.",88,21 comments,8 reposts,"Wouldn't it be great if L&D and#trainingcould solve all the problems? Well, we can't. There are many organizational problems that won't be solved even by the most fantastically awesome learning professionals.Training can only solve problems that stem from a lack of knowledge or skills.Many stakeholders, however, assume that the problem IS a lack of knowledge or skill when actually, it is not. They don't have the time to do the analysis and/or they are too close to the situation.That means, if we are going to make the most of company time and resources, we must do the analysis before blindly saying yes to a request, as much as possible. If training won't solve the problem, we owe it to the organization to suggest alternatives.Here are six problems that training cannot solve.Click into the full article to read about real life examples of each from my own experiences.Problems training cannot solve:1). A manager who won't give feedback or provide coaching2). Misaligned or unclear expectations3). Misaligned reward systems4). Clunky technology, workflow, and/or processes5). Inadequate access to needed resources6). Lack of decision-making authorityWhat would you add to this list, based on your experiences? Please share so we can help each other become more effective!#learninganddevleopment#learningstrategy#organizationaldevelopment#leadershipdevelopment#learningbusinessadvisors",
Sutra LA,0,,,"Most Americans fear expressing political, religious views at work: Poll: By Alexa Schwerha Daily...",6 hours ago
Salim Ratansi,0,,,New UPC 840080510798 Amazon-Echo Show 8 2nd Gen|HD smart displaywith Alexa and 13 MP camera-CharcoalAmazon EchoNew Retails.Part Number:B084DCJKSLCategory:SPEAKManufacturer:AMAZONQty:55Cost:$ 97.00MOQsEmail id:Hajisalim@globalplayersintl.com+91 9819246785/WhatsappFOB USA NYC,6 hours ago
RiseUpp,2,,,"EVERYTHING YOU DO NOW, AI WILL DO FOR YOUArtificial Intelligence (AI) has come a long way since its inception and has now become an integral part of our daily lives. From virtual assistants like Siri and Alexa to self-driving cars, AI has impacted various industries, including healthcare, finance, manufacturing, and retail, among others. As AI continues to evolve, it's becoming more apparent that it has the potential to do everything that humans can do and more.Let's take a closer look at some of the jobs that AI can do, both simple and advanced:Simple Jobs:👉 Data Entry: AI algorithms can be programmed to recognize and input data from various sources, including forms, surveys, and spreadsheets.👉 Customer Service: Chatbots and virtual assistants can handle basic customer inquiries and support tasks.👉 Social Media Management: AI can analyze social media trends, create posts, and even respond to comments and messages.👉 Personal Shopping: AI can analyze shopping behaviour and preferences to make personalized recommendations for users.👉 Traffic Control: AI can help manage traffic patterns by monitoring traffic flow and suggesting alternative routes in real-time.Advanced Jobs:👉 Medical Diagnosis: AI can analyze medical images and data to help doctors diagnose diseases and conditions.👉 Legal Research: AI algorithms can analyze legal documents and cases to assist lawyers with research and case preparation.👉 Financial Analysis: AI can analyze financial data to help investors make informed decisions.👉 Creative Writing: AI can generate creative writing, including articles, poetry, and even entire novels.👉 Robotics: AI-powered robots can perform complex tasks, including assembling products and performing surgical procedures.While AI has the potential to revolutionize industries and improve our lives, there are also concerns about its impact on the job market. As AI becomes more advanced, it's likely to take over many jobs that were traditionally performed by humans. However, it's important to note that AI is not here to replace humans, but rather to assist and augment human capabilities.To prepare for the future of work, it's essential to embrace the potential of AI and focus on developing skills that complement what AI can do. This includes developing critical thinking, creativity, and emotional intelligence, which are all skills that AI cannot replicate.In conclusion, AI has the potential to do everything that humans can do and more. While this may be concerning to some, it's important to remember that AI is here to assist and augment human capabilities. To prepare for the future of work, it's important to embrace AI and focus on developing skills that complement what AI can do, ultimately leading to a more productive and efficient workforce.#FutureOfWork#ArtificialIntelligence#Automation#Upskilling#Reskilling#Adaptability#Innovation#DigitalTransformation#JobMarket",6 hours ago
Sunshine Learning & Technologies,0,,,"According to recent reports, AWS has a 45% market share in the global Infrastructure-as-a-Service (IaaS) market, which is a significant lead over its closest competitors.Do you want to Get AWS training certification?Fill the form & get the course details.https://lnkd.in/gZgqVV7call now! 📲 (+91)9310127274 / (+1)8885066399#awstraining#awscertification#aws#amazonweb#amazonaws#cloudstorage#alexa#technology#online#delhi#pune#punecity#programmingmemes#100DaysOfCode#CodeNewbie#SoftwareDeveloper#javascript#Python#memes#programmer#webdevelopment",6 hours ago
INSPIRAS,"3,949",25 comments,265 reposts,Creer,
Alexa Moiseau,8,,2 reposts,,6 hours ago
INSPIRAS,"3,949",25 comments,265 reposts,Creer,
Cristina Mares,1,,,I appreciate your perspectiveAlexa Richardson (Kilroy)!,6 hours ago
Matt Rix,31,4 comments,,"Heading back to Kabi Kabi Country after spending an uplifting couple of days on Whadjuk Noongar Country.Thanks toDouglas Craigfor organising meetings to make connections. Thanks toBrooke Petersenfor hanging out, having a yarn and joining me with some of the meetings.It was a pleasure to meetAymee MastagliaandTim Thurbinfrom CAANZ.You can tell the future is great hands when you have a yarn with Casey Drummond and Louise Hookham fromMADALAH Limited.An absolute joy and honour to have a yarn, share a laugh and get a guided tour fromMaxine Brahimand learn about the great work happening at Dandjoo Darbalung - St Catherines. Until next time.And lastly to bump intoNicole Brown MAICDwas a treat. Your positive energy is infectious.Many highlights and opportunities. The special gift from Maxine, a contemporary message stick made of glass by the students is something I will treasure. Oops my bad I forgot to addAlexa Pelkowitz,Tim Sculthorpeand Chakaeya Strange. Thanks for meeting for a delicious feed.#firstnationspeople#future#positivity#blessed#thankyou#return#yarn#connections#message",6 hours ago
Matt Phillips,1,,,"We all experienced firsthand the impact small businesses have in our communities when COVID-19 shut down our favorite local places to eat, shop, and relax.So when a small business shares Pearl with their network, I am genuinely elated knowing our work is bringing communities together to help create special moments for brides and grooms.Thanks toMike Staff Productions, Inc.for sharingPearl by David'swith your network.With an outstanding 4.9 Google star review,Mike Staff Productions, Inc.has been serving the Detroit area since 1996 with photography, videography, and DJ services.If you are a local wedding business and would like to be featured on Pearl, please feel free to DM me or reply in the comments.#digitaladvertising#smallbusiness#weddingplanning#marketplace#photography#venues#florist#salons#caterers#limoservice#community#PearlVendorFeatureKimberly GamezKelly N CookJames A MarcumBianca McNamaraAshley HawksSarah LauberKaty StankevitzAlexa SinatoreLaura McKeeverAnna Hyland",7 hours ago
OneAmerica,30,,27 reposts,"We are growing our team - join us!✳bit.ly/careersOAOneAmerica was established in 2001 by U.S. Representative Pramila Jayapal and has since grown to become a locally and nationally recognized leader in advancing immigrant, civil, and human rights. We utilize grassroots organizing, policy advocacy, and civic/electoral engagement to promote justice in three areas: immigration, education and early learning, and democracy. Our family of organizations consists of OneAmerica (501(c)3), OneAmerica Votes (501(c)4), and OneAmerica Votes Justice Fund (PAC).",
SHIVA KUMAR REDDY YELLA,2,,,"When choosing outdoor solutions for their homes, people today prefer modern, smarter solutionsZipscreen is one such innovative, smart solution with amazing functionalities that traditional products can’t matchWith a zipscreen made of blackout material, relax on your balcony or veranda well protected from the summer heat and no worries of exposure to UV raysAs for the monsoon, install a zipscreen made of clear PVC fabric that will permit only 5% of the water to sprinkle inside, and that too only upto 1 footWith zipscreen, you have the option to install automatic ones that can be controlled through an app on your mobile, or you can go for one with only manual controlThe smart zipscreen can even be integrated with your home automation system and controlled through voice commands using AlexaWith its high-grade aluminium frame, zipscreen is unmatched in strength and durabilityZipscreen is truly a smart product that no other outdoor solution can match#zipscreen#interior#interiordesign#homedecor",7 hours ago
VinBigData,5,,,"[English below]💁🏻‍♀️ TẠI SAO PHẦN LỚN TRỢ LÝ ẢO ĐỀU ĐƯỢC MẶC ĐỊNH LÀ GIỌNG NÓI CỦA NỮ GIỚI?Hãy thử nói chuyện với bất kì trợ lý ảo nào mà bạn có xung quanh mình, cho dù là Siri, Alexa hay Cortana thì rất nhiều khả năng sẽ có một giọng nói nữ giới trả lời các yêu cầu của bạn. Điều này là chỉ là sự ngẫu nhiên hay có một lí do nào đó phía sau?Mặc dù hầu hết các trợ lý ảo đều có thể được cài đặt tuỳ chỉnh sao cho phù hợp với yêu cầu của người sử dụng nhưng mặc định trợ lý ảo trên các thiết bị sẽ là giọng nữ. Điều này đơn giản là vì con người ta có xu hướng ưa chuộng giọng nữ giới nói hơn, một nghiên cứu khoa học đã chỉ ra rằng giọng nữ giới tạo cảm giác mềm mại, dịu dàng. Hơn nữa vì chúng ta được tiếp xúc với giọng của nữ giới ngay từ khi còn ở trong bụng mẹ nên sẽ cảm thấy gần gũi, thân quen hơn.Một nghiên cứu khác cũng chỉ ra rằng phụ nữ có thể phát âm những nguyên âm rõ ràng hơn nam giới, qua đó góp phần truyền tải chính xác thông tin giúp cho giọng nữ trở nên dễ nghe hơn. Những lý do trên đã khiến cho giọng nói nữ giới trở thành sự lựa chọn hàng đầu để áp dụng cho các trợ lý ảo.Với Trợ lý ảo VinFast được phát triển bởi VinBigData, người dùng có thể giao tiếp tự nhiên thông qua 4 giọng tiêu chuẩn (nam/nữ miền Bắc và nam/nữ miền Nam) là các MC/BTV nổi tiếng của VTV. Tuy nhiên, giọng nói mặc định trong lần đầu “làm quen” cùng xe được lựa chọn là giọng đọc của BTV Hoài Anh - một trong những nữ MC “quốc dân” của Việt Nam.Còn các bạn thấy sao? Giọng nam hay nữ sẽ “nịnh tai” các bạn hơn? Để lại comment/reaction bên dưới nhé!------------Trải nghiệm hệ sinh thái của VinBigData:→ Website:https://vinbigdata.com/→ Linkedin:https://bit.ly/3g7IhDQ→ Youtube:https://bit.ly/3vMS88X→ Blog:https://lnkd.in/dMgbeqNh------------💁🏻‍♀️ WHY ARE VIRTUAL ASSISTANTS' VOICES MOSTLY FEMALE?Try talking to any virtual assistant around you, whether it's Siri, Alexa, or Cortana, chances are a female voice will answer your requests. Is this just a coincidence or is there a reason behind it?Although most virtual assistants can be customized to suit the user's wants, the default selection will mostly be female. This is simply because humans prefer female voices, a scientific study has shown that female voices create a soft, gentle feeling. Moreover, we are exposed to female voices from the early stages of our lives hence we will feel closer and more familiar.Another study also showed that women can articulate vowels more clearly than men which makes female voices easier to hear. Therefore, female voices tend to be the first choice for virtual assistants.With VinFast Virtual Assistant developed by VinBigData, users can communicate naturally via 4 standard voices (Northern male/female and Southern male/female) which belong to renowned MCs of VTV. Especially, the default voice on Vinfast cars was dubbed by Hoai Anh - one of the ""national"" female MCs of Vietnam.Which voice is more like “the music to your ears”? Leave a comment/reaction below!",7 hours ago
長田英幸,0,,,AmazonアレクサでChatGPT APIに質問できるスキルを作成して、審査に提出しました。I created a skill that allows Amazon Alexa to ask questions to the ChatGPT API and submitted it for review.,7 hours ago
Suriya Churi,12,1 comment,,"Attention all content writers and marketers!As we enter the second quarter of 2023, it's important to stay up-to-date on the latest content writing trends. After all, what worked in the past may not be as effective today. So, here are some trends to keep in mind as you create your content strategy:Video content: Video continues to be a popular form of content, with more and more people turning to platforms like YouTube and TikTok for entertainment and information. Consider incorporating video into your content strategy to reach a wider audience.Interactive content: Interactive content, such as quizzes, polls, and surveys, can be a great way to engage your audience and collect valuable data. Consider incorporating these types of content into your strategy to increase engagement.Voice search optimization: As more people use smart speakers and virtual assistants like Alexa and Siri, optimizing your content for voice search is becoming increasingly important. Make sure your content is structured in a way that makes it easy for these devices to understand and surface in search results.Personalization: Personalization is key to creating content that resonates with your audience. Use data to personalize your content based on factors like location, demographics, and interests.Sustainability: Consumers are becoming more environmentally conscious, and as a result, sustainability is becoming an important consideration in content creation. Consider how your content can promote sustainable practices and appeal to environmentally conscious consumers.By staying up-to-date on the latest content writing trends, you can create content that resonates with your audience and helps you achieve your business goals. So, keep these trends in mind as you plan your content strategy for the rest of the year!#ContentWriting#ContentMarketing#MarketingTrends#VideoContent#InteractiveContent#VoiceSearch#Personalization#Sustainability",7 hours ago
Al Guido,259,15 comments,4 reposts,"Honored and ecstatic to see both theSan Francisco 49ersandElevate Sports Venturesreceive nominations to the 2023Sports Business JournalAwards.For our 49ers family, the “Best in Social Media” nomination, to support our marketing endeavors and game in Mexico is a true source of pride for our Front Office, and notably team CMOAlex Changand his entire department. The level of care, interest, and passion that went into the ideation and activation of this campaign - its authentic voice, connection to our Mexican fanbase, and its dedication to growing our game and community connection in Mexico - is truly inspiring.For Elevate, the nomination for “Best in Property Consulting, Sales and Client Services” is deeply meaningful, as our agency closed out the 2022 calendar year with a series of amazing efforts, supporting iconic, global sports teams, venues, events, brands, and properties. Massive thanks our clients, partners, and the Elevate staff that inspire us every single day.#ElevateTogetherCongratulations to all the nominees – many of them clients and partners - on this significant nod. We are inspired and humbled to be named alongside such an impressive roster of nominees – all fierce competitors, respected peers, and longtime friends – and are counting the days until we connect with the entire industry at the#SBJAwardsin New York City on May 24.Abe Madkour",
Jaclynn Brennan,13,,,"Grateful for our ever-expandingfylícommunity and what we accomplished duringSXSWInception to Impact powered byPivotal Venturesa Melinda French Gatescompany with the mission of expanding opportunity and equality in the United States, by removing barriers that hold people back 🚀Thank you to these incredible leaders who shared their journeys, overcame obstacles, and continue to fight for change while creating impact ⚡️We appreciate everyone who came out to support and joined in on the conversation.Sumana SettyGeneral Counsel, Private Equity & Founder of Commit to ChangeSheena Wilde. Vice President of Philanthropy & Belonging at Kendra ScottMaria Brown-Spence, Founder of Hearts2Heal and Director of Environmental, Social & Governance (ESG) at SThreeAlexa Payton, Chief of Staff, Growth Warrior CapitalSpecial thanks and gratitude toVictoria Fortuneand the entire Pivotal Team for making our vision come to life 🦋#SXSW#fylitribe#community#pivotalventures#Womenincharge#leadership#impact#austin#pannel#entrepreneur#femalefounders",7 hours ago
Angeline Hamdani,12,,4 reposts,"OPEN TO ALL HCPs.Graphology is the study and analysis of handwriting to determine a person's character and personality traits.Introducing our new course: Medical Grafologi withBidan Uchiewho is a Certified Practitioners and Handwriting Instructor.In this course, you will learn about Handwriting analysis which is based on the idea that the way a person writes, including the size, shape, and pressure of their writing can provide insights into a person's physical health and mental conditions.#health#medical#writing#courses#DocquityAcademyRegister now:https://lnkd.in/g8Atcfy7",
Alexa Alcantara Guerrero,2,,,🤞🏼✨,7 hours ago
Alexa Jimenez,0,,,"""¡Trabajamos las 24 hrs! ¡Llámenos!  Discretos  Contrato de confidencialidad   Profesionales con 15 años de experiencia.#Detectives#Infidelidad#Pruebas""",7 hours ago
The Virtually Confident Podcast,0,,,"How much confidence do you need to give a TEDx talk?I discuss with Liu Batchelor in my Virtually Confident podcast:""Feel the fear and speak anyway, even if you don’t know what to say""Let me know what you think in the comments below!You can listen to the full episode here:https://lnkd.in/dHCt9xBYou can also find it on Apple Podcasts, Google Podcasts, Spotify, Audible, Pandora, Amazon Alexa, iHeartRadio, PlayerFM, and ListenNotes!#VirtuallyConfident#EyesAndTeeth#Confidence#Leadership#PublicSpeaking#Podcast",8 hours ago
Sarah James,2,,,"What a fun project to be a part of! Check out Fire TV's interactive March Madness campaign just say, “Alexa, fill my bracket”.Go#team!#marchmadness#firetv#amazon",8 hours ago
Amy Gallo,891,22 comments,104 reposts,"Gender biases are hindering the advancement of talented women.In this article,Elizabeth CampbellandOliver Hahlhighlight their research, which suggests companies overlook exceptional women because they’re perceived as less of a flight risk than their male counterparts.Men are believed (and even expected) to always be in search of their next best option — meaning they’re more likely to be offered advancement opportunities, compensation, and perks so they stick around.Memo to companies: Stop taking talented women for granted!#GenderEquity#GenderGap#GenderParity#EqualityCantWait#WomenAtWork#GenderEquality#WomenEmpowerment",
Sarah James,2,,,"What a fun project to be a part of! Check out Fire TV's interactive March Madness campaign just say, “Alexa, fill my bracket”.Go#team!#marchmadness#firetv#amazon",8 hours ago
