Name,Reactions,Comments,Reposts,Content,Date
Jaime Morales,3,,1 repost,"New ways of approaching the unattended markets (Smart Cities, Stadiums, Arenas, Universities, etc.) with efficacy and responsibility, multiplying product delivery points and empty package collection stations creating the Coca-Cola Circular Vending Experience.Have a look and enjoy!The Coca-Cola CompanyCoca-Cola Europacific PartnersInterBeverage Services (InterBev)The Nuddo PlatformDeer Watson Films",1 hour ago
Nigel Roberts,5,,,"Huge congratulations to theCommonwealth Lawyers Associationfor a truly amazing#CLC23in Goa! Top notch and insightful prohgrams throughout and a special thanks to myLexisNexiscolleagueVeronica Riosfor stepping in as a speaker on the UN Sustainability Development Goals session! Sincere thanks for all the on the ground support toBrigid Watson,Clare Roe,Leah Almeidaand Evie Wilson",1 hour ago
"Fitch Group, Inc.",103,1 comment,28 reposts,"We are excited to announce the launch of our new career site!https://lnkd.in/emUuhtX5Designed with our candidates in mind, the new site is the best way to learn more about the people, culture and career opportunities at Fitch. During your visit, be sure to join our new talent community so we can remain in touch!",
David Watson,1,,,"Maria Martindale, PMP, CSM#KudosYou do a#GreatJobdriving key initiatives for our team and always bringing your ""A"" game! thank you!",1 hour ago
✏️ Tom Watson,3,,,Dynamic Island - Flight Application,1 hour ago
Watson's Daily,1,,,"Today, I narrowed down 185 articles from 5 newspapers to 31 articles and used 25 in today's Watson's Daily.✨WATSON'S DAILY SAVES YOU TIME!!!✨▫️What’s Nuance’s latest nightmare?▫️TELL US IN THE COMMENTS 👇🏻#news#dailynews#uknews#worldnews#todaysnews#watsonsdaily#business#retail#economics#businessnews#economicnews#commercialnews#commercialawareness",1 hour ago
Mairead Watson,2,,,"Day 3 of Neurodiversity Celebration Week, we are streaming Atif Choudhury’s panel on Culture, Community and Class in Neurodiversity in K14#NeurodiversityCelebrationWeek#ThisIsND#NeurodiversityWeek#IntersectionalityMatters",1 hour ago
"Fitch Group, Inc.",10,,5 reposts,"Kickstart your technology careers with Fitch! We are seeking new graduate colleagues to join our Associate Software Engineer Program in London. Our ASE Program offers recent graduates a unique opportunity to build technical and business skills through an immersive 12-month training program focused on Engineering, Architecture and Infrastructure.Apply here:http://ow.ly/akzg50Nimjs",
Patricio Cerda Maldonado,4,,1 repost,"It’s time to ask us anything about#VeeamBackup for Microsoft 365 v7! 🙌 Join#Veeam’s Edward Watson on Twitter, March 29th for an exclusive#AMA💬 all about the NEW#VeeamBackup for Microsoft 365 v7. Can’t wait? Submit your questions ahead of time here in the comments or on Twitter with#AskVeeam.",
Jason W. Osborne,45,2 comments,2 reposts,"Excited to moderate a LinkedIn Live session this morning at 11am est. Join us to learn more about the fallout of#SVB, what this means for the financial services industry and how other banks can avoid the same fate.  Can’t wait to listen and learn fromAnu Sachdevaand Brian Baral on this fascinating topic. @GenpactLinkedIn#bankingTo listen live click on the link below 👇🏻https://lnkd.in/ed2eKfcR",
Mark Watson-Mitchell,0,,,Four Small Caps worth looking at,1 hour ago
Kate Faxen,17,13 comments,,"My feed will be awash this week with images and posts celebrating theWHEN: Women's Higher Education Networkcareer accelerator programme we ran atLondon Metropolitan Universityover Monday and Tuesday.One of the things I love about my job, is the flexibility that comes with such a generous holiday allowance! Which means I can take time off to do the things I am passionate about, like supporting women to be more fulfilled at work.I am so privileged to be able to spend time supporting women in the workplace, helping them to understand what brings them joy at work, and learning to speak up about their achievements. This particular group of women were utterly spectacular! Such a high energy group, willing to trust the process, allowing us to gently guide them out of their comfort zones and visibly growing in confidence in front of our eyes!You all achieved so much over 2 days, imagine what else you can achieve!!Thank you to you all!Odette Jack,Hannah Aldwinckle,Preetpal Kainth,Carmen Williams,Ebonie Wilson,Una Fairbrother,Vanessa Airth,Joanna Babicz,Holly Thompson,Victoria Allison,Bettina Coleman-Schoels,Juli Le Page-Pezet,Nadia Rahab,Ruqia Osman,Cassandra Terry,Mary KellyAnd thank you to our amazing programme leadEllie Rich-Pooleand facilitatorsMiriam Lynn,Rebekah Watson,Jenny Rampling,Marcia Hazzard  Dr Hon. DBA MSc Chartered FCIPDAnd a special thanks toAmaechi Akpene (nee Echedolu)for all your support.#womenempowerment#careerdevelopment#womenempoweringwomen#womenhistorymonth#womenchangemakers",1 hour ago
The Face Radio 🌎,0,,,Did you miss the recent broadcast of DL21 with Mr Watson?Catch-up now on The Face Radio!,1 hour ago
Dietz and Watson,3,,,"Dietz & Watson is looking to hire an experienced Worker's Compensation/Leave of Absence Specialist to join our human resources team.  This is a full-time, onsite position in our Philadelphia facility.  Please visitwww.Dietzjobs.comto view job description and  apply online.",1 hour ago
Tiffany Watson MBA,0,,,"‼️ It’s Filing day for Partnerships, Multi-Member LLC’s and S-Corporations.You have until 11:59PM to either file your business return OR file for an extension!Penalties and fees start immediately!If you need to file an extension, I’ll be available to assist!Email me at 𝐭𝐢𝐟𝐟𝐚𝐧𝐲@𝐚𝐥𝐥𝐚𝐛𝐨𝐚𝐫𝐝𝐟𝐢𝐧𝐚𝐧𝐜𝐢𝐚𝐥.𝐧𝐞𝐭 for further assistance.",1 hour ago
Charlie Brock Bellers-Watson,7,1 comment,,Some interesting figures below on the millions of economically inactive people across the country.Keen on hearing any suggestions that the gov can do to try and get some of these people back into work?#work#recruitment,1 hour ago
Tech Circus Unchained,4,,1 repost,"How should we navigate the rapidly scaling world of generative AI? 🤔Joti Balani, Founder and Managing Director ofFreshriver.ai, will be speaking at Web3 Live in June! Joti is an award-winning creative architect who has designed and delivered complex enterprise, human and systemic transformations.💫  Her talk, titled ""Grasping the Messy, Lucrative world of Generative AI in the Exponential Age,"" will dive into the importance of deploying Generative AI with a holistic framework that considers ethics, privacy, emotional intelligence, and economic intelligence. She will discuss the pitfalls that many early adopters of AI have fallen into and provide guidance on how to avoid them.🎟️https://lnkd.in/esXBZD4a#generativeAI#ArtificialIntelligence#chatgpt#gpt4",
David Keniry,39,2 comments,6 reposts,"When Ireland's energy transition history is published, East Cork will likely be on the cover. I hope that story will be about how the opportunity the energy transition presented was seized, not missed.The delicious local delicacies on offer at Midleton Farmers Market should also not be missed!In an electrified society building a smart transmission and distribution network that can support harnessing the offshore wind resources available off the coast of Munster is not an optional extra.Fossil fuels defined economies by shaping transportation infrastructure and where people could live. Transmission, distribution, and storage infrastructure in an electrified society must be viewed the same way.David WatsonOhmeTemporis CapitalInis Offshore Wind#powerandenergy#EVs#Cork#infrastructure#offshorewind#greenhydrogen#climatetechBarry Walsh",
Tech Circus Unchained,4,,1 repost,"How should we navigate the rapidly scaling world of generative AI? 🤔Joti Balani, Founder and Managing Director ofFreshriver.ai, will be speaking at Web3 Live in June! Joti is an award-winning creative architect who has designed and delivered complex enterprise, human and systemic transformations.💫  Her talk, titled ""Grasping the Messy, Lucrative world of Generative AI in the Exponential Age,"" will dive into the importance of deploying Generative AI with a holistic framework that considers ethics, privacy, emotional intelligence, and economic intelligence. She will discuss the pitfalls that many early adopters of AI have fallen into and provide guidance on how to avoid them.🎟️https://lnkd.in/esXBZD4a#generativeAI#ArtificialIntelligence#chatgpt#gpt4",
David Keniry,39,2 comments,6 reposts,"When Ireland's energy transition history is published, East Cork will likely be on the cover. I hope that story will be about how the opportunity the energy transition presented was seized, not missed.The delicious local delicacies on offer at Midleton Farmers Market should also not be missed!In an electrified society building a smart transmission and distribution network that can support harnessing the offshore wind resources available off the coast of Munster is not an optional extra.Fossil fuels defined economies by shaping transportation infrastructure and where people could live. Transmission, distribution, and storage infrastructure in an electrified society must be viewed the same way.David WatsonOhmeTemporis CapitalInis Offshore Wind#powerandenergy#EVs#Cork#infrastructure#offshorewind#greenhydrogen#climatetechBarry Walsh",
Carrie Tuttle,2,,1 repost,Let’s talk all things#VeeamBackup for Microsoft 365! 💬 💙 Join expert Edward Watson and get your all your questions about V7 and M365 backup answered. Submit your questions with#AskVeeamand we'll see you on the official Veeam Twitter account on March 29th!,
Sascha Dutta (nee Taylor),8,6 comments,3 reposts,"Are you a food & drink startup looking for investors?If so, why not get pitch ready by presenting in an informal setting and getting helpful feedback from a panel of experts - from the food, investment/finance and pitch coaching industries.Join the next Foodpreneurs Pitch Lounge on Tues 21st March 7pm UK time, whichJamal Maxeyand I co-produce.This pitching opportunity suits early-stage F&B startups, pre- or post-investment or revenue. We have even hosted Seed startups wanting to come and receive feedback on their new Seed investor pitch deck to polish it later in advance of investor meetings, where pitch deck and presenting feedback are often in short supply.No investors or buyers are actively invited.*﻿**E﻿vent Format:1. Introductions from the host me2. Three pre-selected timed pitches + feedback rounds (5-7 minutes to pitch plus 8-10 minutes feedback)3. Brief announcements on future events and support services*﻿**A big thank you in advance to the following experts, who have volunteered their time to give feedback:Alex Shandrovsky, Fundraising Specialist & FoodTech Business Development AdvisorAndy Churchill,  phd, mba, Pitch Coach (Hone Communication)Shannon Theobald, Alternative Protein Retail, B2B & Funding Consultant and Founder ofFoodtech Advising LLCElena Suciu, Fundraising Specialist (RSVP BUSINESS ANGEL)*﻿**Pitch slots are limited to 3 for this session, so if you’d like to secure a slot, please sign up here:https://lnkd.in/e_zemcnNand submit your presentation (pre-recorded video or slides) toinfo@pitchlounge.netby Sunday 19th March 8 pm UK time. You will receive a confirmation e-mail if you are accepted to pitch.*﻿**Donation-based observer tickets are also available if you are thinking about pitching in the future but want some inspiration and to pick up some tips. You can sign up on the same link.*﻿**Please note this event will NOT be recorded or shared to protect the businesses presenting.*﻿**We look forward to seeing you in the Pitch Lounge!#FoodTech#FoodAndBeverage#FoodIndustry#DrinksIndustry#BeverageIndustry#MarketingStrategiser",
MS Lending Group,11,2 comments,,"As you may know the first round of voting has opened for the 2023Bridging & CommercialAwards.Last year we were delighted to bring home two awards; Best Newcomer Lender and ESG Award.This year we have set our sights on:🏆Specialist Product of the year🏆 Service Excellence - Lenders🏆Green Product of the Year🏆 Bridging Lender of the YearWe know it’s a lot to ask for nominations, and you probably get inundated with requests but we would love it if you would consider nominating MS Lending Group.If you think we deserve your vote please type MS LENDING GROUP in the above categories.Finally we have an exceptional team. One of these members who we feel is really excelling in his career and gets all of your deals across the line in record speed isSamuel BryceWe would love it if you would nominate him for Underwriter of the Year.The link to vote is:https://lnkd.in/ebkTKKVTAs always, thank you for your continued support.Michael StrattonAlexandra StrattonRobert GoodallFay CrippsDanielle WithnellSabrina AmmariAmer WatsonLiam EcclestonEmily Bell",1 hour ago
Watson-Marlow Deutschland,15,3 comments,,"Besuchen Sie uns noch heute und morgen auf der MesseTAUSENDWASSERin Berlin. Erleben Sie unsere Lösungen für die Wasser- und Abwasserwirtschaft, wie unsere innovativen Dosierpumpen von Watson-Marlow Pumps und unsere robustenBredel Hose PumpsIndustrieschlauchpumpen.",1 hour ago
Rachael Brand,6,,2 reposts,"We are excited to announce thatSVDP-SERVICESwill be hosting the break-out session at OWI MENA 2023!https://bit.ly/3WM5Zc1Spencer Vanderpalwill be using his 35 years’ experience in the oil and gas sector to tackle the biggest challenges facing the well intervention sector today.This workshop will allow you to understand not only how to penetrate and expand your footprint in the Middle East and African well intervention and field services market, but also how to correctly position your business to stimulate growth in the MENA Region.If you have any questions, please feel free to get in touch with me atrbrand@offsnet.comOffshore Network Ltd.#wellintervention#oilandgas#middleeast",
Amy Watson,9,,,"Northern cities are great places to train as a lawyer....Improved connections to the North and advancements in technology have meant swathes of businesses historically based down south have relocated to northern cities and this has seen northern cities flourish with opportunity. The landscape of northern cities has completely changed and they are an exciting place to be. Law firms particularly have grown on the back of this and there have both new entrants and office expansions into northern legal markets. This has seen an abundance of new opportunities for those starting out their legal career.It is definitely an exciting time for the legal sector in the North. Read the article for The University of Law's Leeds, Sheffield and Newcastle campus dean Matt Tomlinson view on his career journey and why he loves the North.#legaljobs#legalcareers#law",1 hour ago
Tyrone Watson-Ferguson,1,,,Security Firm Rubrik Says Hackers Used Fortra GoAnywhere Zero-Day to Steal Internal Datahttps://lnkd.in/gymSCYNG--via Cyware Social,1 hour ago
Ultra PCS,15,,3 reposts,"We were delighted yesterday to welcomejon watson(First Secretary Defence Trade and Policy,British Embassy Washington),Nigel Yates(Defence Acquisition and Technology,British Embassy Washington) and Rino Imperiale (International Armaments Cooperation Staff Officer,US ArmyForeign Comparative Test Office) to meet withMike Clayton,TONY WHITE,John Puddy,Helen AustinandRichard Colombo.A chance to demonstrate our technology and collaborate with such an esteemed audience is always a pleasure.#innovation#engineering#defence#technology#collaborationLeft to right: John Puddy (Ultra PCS), Jon Watson (British Embassy Washington), Nigel Yates (British Embassy Washington), Helen Austin (Ultra PCS), Rino Imperiale, (US Foreign Comparative Test Office) and Tony White (Ultra PCS).",
Tyrone Watson-Ferguson,1,,,Security Firm Rubrik Says Hackers Used Fortra GoAnywhere Zero-Day to Steal Internal Datahttps://lnkd.in/gymSCYNG--via Cyware Social,1 hour ago
Ultra PCS,15,,3 reposts,"We were delighted yesterday to welcomejon watson(First Secretary Defence Trade and Policy,British Embassy Washington),Nigel Yates(Defence Acquisition and Technology,British Embassy Washington) and Rino Imperiale (International Armaments Cooperation Staff Officer,US ArmyForeign Comparative Test Office) to meet withMike Clayton,TONY WHITE,John Puddy,Helen AustinandRichard Colombo.A chance to demonstrate our technology and collaborate with such an esteemed audience is always a pleasure.#innovation#engineering#defence#technology#collaborationLeft to right: John Puddy (Ultra PCS), Jon Watson (British Embassy Washington), Nigel Yates (British Embassy Washington), Helen Austin (Ultra PCS), Rino Imperiale, (US Foreign Comparative Test Office) and Tony White (Ultra PCS).",
Dr. Lexi Watson,0,,,https://lnkd.in/g2fnk8m7#FoodIsMedicine#OptimizeBrainHealth#BrainHealth#BeatTheBrainFog#FuelYourBrain#HealingFromWithin#HolisticApproach#RootCauseApproach#FunctionalMedicineApproach,1 hour ago
KnowBe4,23,,6 reposts,Are your users feeling lucky for St. Patrick's Day? Put them to the test with a free Phishing Security Test. Start phishing your users now:https://bit.ly/3YdQpXG,
Signify Research Ltd,5,,,"Did you know the combined estimate for the CT and MRI markets reached $10.7 billion in 2021? Our market analysis reports outline market risks and opportunities, allowing you to make data driven strategic decisions for your business.We are inviting all CT and MRI stakeholders to take advantage of the opportunity to customise the scope of our research, tailoring it to your specific business needs.If you purchase the 2023 report(s) before the deadline of 1st of April, 2023 you will not only be able to customise the scope of research but will also benefit from:✔️ 15% discount on the standard publication price✔️ Customise the scope of the research to meet your specific needs✔️ Early access to preliminary market data and opportunity to provide feedback✔️ Immediate access to the final report✔️ Your company included in expert research content and how you fit within the overall market✔️ Extended access to the expert Analyst (both during and after the publication of the report)Contact theBhvita JaniorMatthew Watsonto find out more or visithttps://lnkd.in/eTJbUTraorhttps://lnkd.in/eh7D6rPi#medicalimaging#mri#ctscanner",1 hour ago
Rob Hollinger,0,,,Strong people don’t put others down. They lift them up.-Michael WatsonSDG#Equanimity,1 hour ago
James Watson - Audience & Clients,1,,,"If you want to sell more products and services, then you need to read this...Great graphic design is a superpower that raises the perceived value of everything you do.The challenge is to understand what makes a design good v bad.This carousel is a masterclass in exactly that.Read it and you'll never be in the dark again when it's time to produce your next design work masterpiece.",1 hour ago
Louise Morby,10,2 comments,,"So good to chat with our employers panel this morning as part of our curriculum review. The input as always was incredibly insightful and useful. Bonus smiles for the fact that some members of our employers panel are Sport Development alumni! Shout out to them and long may these discussions continue outside of the curriculum review!Tom Pedersen-SmithKayleigh SaundersRekha DeyIan GrayOlivia Laikerdavid watsonBen FraserAnna ShielsHelen Hiley (MCIMSPA)Jodie BridgerHere’s to further developing our student focussed course that delivers high levels of personal development, skills for employability and critical thinking#development#personaldevelopment#sportfordevelopment#sportmanagement#leadership#degrees",1 hour ago
Family First Life Tri-State,3,,,"Join us on Monday, March 20th at 6PM! Whether you're a licensed agent, or just interested in learning about the Life Insurance Industry, you won't want to miss this Business Overview Meeting! Kyle Watson and Johna Palladino of Family First Life Transcendence will deliver a detailed business overview presentation and discuss the benefits of joining the industry!Visit the link below to reserve your seat and come see what Family First Life is all about!https://lnkd.in/eGHfJpJm#LifeInsurance#lifeinsuranceagent#lifeinsurancecourses#lifeinsuranceagents#lifeinsuranceinsights#business#meeting#lifeinsuranceisloveinsurance#insuranceindustry#familyfirstlife#ffl#tristate",1 hour ago
"Ryan Watson, CPCU",0,,,,1 hour ago
Louise Morby,10,2 comments,,"So good to chat with our employers panel this morning as part of our curriculum review. The input as always was incredibly insightful and useful. Bonus smiles for the fact that some members of our employers panel are Sport Development alumni! Shout out to them and long may these discussions continue outside of the curriculum review!Tom Pedersen-SmithKayleigh SaundersRekha DeyIan GrayOlivia Laikerdavid watsonBen FraserAnna ShielsHelen Hiley (MCIMSPA)Jodie BridgerHere’s to further developing our student focussed course that delivers high levels of personal development, skills for employability and critical thinking#development#personaldevelopment#sportfordevelopment#sportmanagement#leadership#degrees",1 hour ago
Family First Life Tri-State,3,,,"Join us on Monday, March 20th at 6PM! Whether you're a licensed agent, or just interested in learning about the Life Insurance Industry, you won't want to miss this Business Overview Meeting! Kyle Watson and Johna Palladino of Family First Life Transcendence will deliver a detailed business overview presentation and discuss the benefits of joining the industry!Visit the link below to reserve your seat and come see what Family First Life is all about!https://lnkd.in/eGHfJpJm#LifeInsurance#lifeinsuranceagent#lifeinsurancecourses#lifeinsuranceagents#lifeinsuranceinsights#business#meeting#lifeinsuranceisloveinsurance#insuranceindustry#familyfirstlife#ffl#tristate",1 hour ago
Patrick Watson,1,,,"""HiLot, an Alphabet City bar with a disco dance vibe that bills itself as “your cool rich uncle’s house.” They take reservations via Tock (how mid-30s is that).""Need to find a great birthday dinner spot? Check out this NYTimes article for ideas.#ThisIsSquarespace",1 hour ago
"Ryan Watson, CPCU",0,,,,1 hour ago
5 Star & Co,0,,,DAZN appoints Marc Watson as CFOhttps://lnkd.in/ekwedsEA,1 hour ago
Chartered Institute of Information Security,4,,2 reposts,"Meet our speakers for our upcoming CIISec Masterclass ‘Educating the next generation of Cyber Security Professionals'. Benoit Heynderickx and Ivo Goncalves who both work within ISF, Benoit is a Principal Analyst within the Tools and Methodologies team at the ISF and joined in 2017. Ivo is the Global account manager with the Account Management team providing support and reporting capabilities to ISF Members and ISF Management.Kevin Streater is an expert in IT & Cyber Security skills development with over 20 years’ experience as a specialist in competency assessment, digital credentialing, and educational technology, as well as standing on the CIISec Board of Directors. Kevin will also be joined by Katie Watson, Development Lead for CIISec.To register, head over to –http://ow.ly/UnAt50N60t5",1 hour ago
Kenny Watson,0,,,,1 hour ago
WTW,9,,5 reposts,"Definitivamente la tendencia de#beneficiosque vemos hoy no es igual a la de hace 2 años, ¿cómo cambiarán las prioridades para el 2025? Te invitamos a averiguarlo participando en la edición 2023 de nuestra encuesta de Tendencias de Beneficios#WTW>http://ow.ly/KJTn50NiNSW#RecursosHumanos#CapitalHumano#Saud#Bienestar",1 hour ago
Tony W.,3,,,Super Six Series In Person Conferences 2023 The Future of Cyber Security2023 Sponsor#Swimlanewww.swimlane.comIn Person Conference Video Highlightshttps://bit.ly/3wXcKxhManchester 2nd February 2023Sponsorship Enquiriestony@cng.events#AgileDeliveryLead#ApplicationsDevelopmentManager#CEO#CIO#CISO#CloudSecurityEngineer#CloudSupportManager#CoreInfrastructureManager#CommunicationsDirector#CSO#CTO#CyberSecurityAnalyst#DataAnalyst#DevOpsEngineer#DevSecOps#DirectorofAVServices#DirectorofDigitalTransformation#GlobalDevelopmentManager#HeadofAutomation#HeadofDataScience#HeadofInfrastructure#HeadofIT#HeadofSoftwareDevelopment#HeadofUCandCProduct#InfosecManager#ITDirector#ITEngineer#ITSystemsManager#NetworkEngineer#NetworkSecurityEngineer#PrincipalConsultant#ProcurementManager#SAPDeliveryAnalyst#SecurityEngineer#SeniorDataArchitect#SoftwareDeveloper#SolutionArchitect#SystemsEngineer#TechnicalLead#TechnicalOperationsManager#cyber#cybersecurity#infosec#infosecurity#malware#ddosattack#hacking#ransomware#Manchester#Newcastle#London,1 hour ago
Wendy Watson-Hallowell The Belief Coach,0,,,Ready to focus on what always DO know? Here's how to do it!http://ow.ly/QxIo50N6WaY#thebeliefcoach#Ibelieve,1 hour ago
Loughborough University Science and Enterprise Park,2,,,Every year we are delighted to welcome a new cohort of graduate start ups toLUinc.Loughborough University's incubator on LUSEP.The Studio is an excellent initiative that supports talented entrepreneurial graduates to build new businesses and create new jobs in the region.Midlands InnovationMidlands EngineDr Nik Kotecha OBE DLAndy Reed OBESue TilleyOliver WhittakerMike DenbyChristopher GracePaul WatsonJen FensomeNick GostickPete HitchingsRobert MitchellJonathan JacksonJanette PallasMonalie BandulasenaZoe Marshall-JonesKathryn BurchellDan ParsonsCatherine LouchSarah HelmoreRoshna Mistry,1 hour ago
Lynn Watson,0,,,Chancellor to announce trial of subsidies covering up to 80% of costs for private health assessments of workers in small and medium-sized businesseshttp://ow.ly/pmmy50Ngj1N#PrivateHealthAssessments#PrivateHealthSubsidies,1 hour ago
Watsons Property,6,,,"🗨️ Surveyor Spotlight!Seeta Allen AssocRICS, Valuation Surveyor and Registered Valuer👏 Seeta joined Watsons in October 2022 as a Valuation Surveyor & Registered Valuer.Living in Rushden, Northamptonshire, Seeta undertakes various valuations and RICS Home Surveys Levels 1 & 2 for clients in and around#Northampton,#MiltonKeynesand#Bedford. 🏡#teamwatsons#surveyor#survey#northamptonshire#valuation#property#RICS",1 hour ago
Phil Watson,4,,,EEL FREE SCHOOL OF ARCHITECTUREFUTURE TECHNOLOGIES SERIESTHE SUBMARINERS CONTINGENCIESTECHNOLOGY IS NOT A THINGSERIES 2NAVIGATING IMAGINARY VESSELS TO BROOKLYNUMBRELLA HOUSES FOR MOBIES IN EXOTIC LANDSCAPESMobies replace architectures in an augmented parallel naturesubmariner technologies in the BronxA botanical intervention in the zoothey travel on the submarine to BrooklynPart of the ground hog listening devicesketch an  infra red ear for the water bird lily deviceelectron collector,1 hour ago
Wendy Watson-Hallowell The Belief Coach,0,,,"We have all been taught some untruths about ourselves, others and life. Get my free ebook to integrate the truth!http://ow.ly/GA4z50G1eE0#thebeliefcoach#Ibelieve#motivation#freeebook",1 hour ago
Gavin Watson,0,,,"New role! PR Junior Account Manager/Account Manager - Property, £29,000 - £38,000 per annum.A niche PR & Communications agency specialising in the world of property and real estate is searching for a PR Junior Account Manager or Account Manager to join their team.This agency works with large and small housebuilders throughout the country, estate agents and other property and construction related firms - raising the profile of its clients both locally and nationally.To apply, please click the link below or email:gavin@prcrowd.co.uk",1 hour ago
Mike Watson,0,,,We review the impact that renewable energy is having on Scotland’s economy and the attractiveness of green jobs to today’s young people. Learn more:https://bit.ly/3YILaiQ#greenjobs#scotland#renewables#renewableenergy,1 hour ago
Robin Watson,0,,,Everything you need to know about your E-A-T-focused SEO strategy. Our very own Lily Ray shares her MozCon 2022 presentation slides from today's live talk.#SEO#EAT#GoogleUpdates,1 hour ago
Tam Ta,2,,,Got questions about#VeeamBackup for Microsoft 365 v7? We’ve got answers! 🙋 Mark your calendars 🗓️ for March 29th for an exclusive#AMA💬 on Twitter with expert Edward Watson on March 29th. Use#AskVeeamto submit your questions early on Twitter!,1 hour ago
"Indira Henard, DSW, MSW",11,2 comments,2 reposts,,
Robin Watson,0,,,Everything you need to know about your E-A-T-focused SEO strategy. Our very own Lily Ray shares her MozCon 2022 presentation slides from today's live talk.#SEO#EAT#GoogleUpdates,1 hour ago
Tam Ta,2,,,Got questions about#VeeamBackup for Microsoft 365 v7? We’ve got answers! 🙋 Mark your calendars 🗓️ for March 29th for an exclusive#AMA💬 on Twitter with expert Edward Watson on March 29th. Use#AskVeeamto submit your questions early on Twitter!,1 hour ago
"Indira Henard, DSW, MSW",11,2 comments,2 reposts,,
Gavin Watson,0,,,"Job opportunity! PR Account Manager - Travel, £34,000 - £38,000 per annum.Joining an incredible team at a leading creative travel agency, the right candidate must be passionate about travel, highly creative and a strong writer.Client portfolio will cover various sectors of travel, including destination, aviation and travel tech.Interested? Click the link to apply or email:gavin@prcrowd.co.uk",1 hour ago
Caroline Ritter,12,3 comments,,"This semester, I had the opportunity to complete a real-life consulting project forCyrklalong with 31 otherCameron School of Business at UNC Wilmingtonstudents.My colleagues and I spent the past three months developing a market entry strategy forCyrklto enter Mexico, Central, and South America. We then travelled to Prague to present our project where I was honored to present our PEST, SWOT, and Competitive Benchmark toCyril Klepek,Samuel Štric, andPhilip KorinekWorking with my team and professorsMark PelletierandEthan WatsonI gained valuable professional skills and development. I was able to understand the importance of team work and collaboration.This was an amazing experience and I am so grateful to have been selected to participate and represent my teams hard work. Thank you toPavlína DvorskáandDavid Dvorskýfor their continued support of college students and allowing us this opportunity.",1 hour ago
The Housing Finance Corp. Ltd.,7,,,"The THFC team are in Liverpool for theNational Housing FederationHousing Finance Conference!Day 1 has gotten off to a brilliant start, with engaging sessions and plenty of catching up with friends and colleagues.Fenella Edge,Arun Poobalasingam,Will S.,Colin Burke,Gavin Richards,Alexander Bowden,Melissa G.,Max Watson,Sharon Woodward (FCA),Brendan Whitworth,Jack Bush, andDanielle Hughesare all in attendance, so feel free to say hello and catch up.#housing#finance",1 hour ago
elKaam.Com,1,,,"Shout out to all#dataanalyticsacross UAE!#hiringnowfor#datanalyticsfor one of the largest companies in UAE.#Role: Data Analytics Consultant#Location: Abu Dhabi, United Arab Emirates.#Job_Description:Knowledge & Skills* - Experience in working with most of the following IBM or competitive tools: IBM Infosphere Information Server, Infosphere Data Replication, Watson Knowledge Catalog, Cognos Analytics (BI), Planning Analytics (TM1), SPSS, and Watson Studio.* - End-to-end experience in Data Warehouse and Analytics solutions implementation from the understanding and discovery of data sources to data transformation, data cleansing & data governance, data warehouse modeling, to building reports, dashboards, and predictive models.* - Experience with Machine Learning / R / python / IBM Data Science experience is a plus.* - Experience with Master Data Management is a plus.Education & Experience Required:* - Bachelor’s degree in computer science or computer Engineering* - Typically, 5-8 years of experience in implementation or technical consulting role Cross Industry technical and/or solution experience.* - Experience in working with IBM Cloud Pak for Data and Big Data tools (Hadoop, Spark) is a must.* - Experience in working with Cloud and Hybrid solutions.#datanalytics#dataanalysis#dataanalysts#python#machinelearning#ibmcloudpak#ibmcloud#datawarehouse#ibm#datascience#hadoop#spark#implementation#watsonstudio#uaejobs#abudhabijobs#hiring#immediateopening#consultant#infosphere#datagovernancePlease get in touch with me (mohamed.sherif@resourceright.me) for further discussion.",1 hour ago
Julie Watson,1,,,Looking forward to being part of this!#iow#isleofwight#eventsFelicity Fair ThompsonPhilip Bell,1 hour ago
Leadership First,"7,547",158 comments,"1,285 reposts",Be unapologetically you.,
